transact_no,symbol,buyer_broker,seller_broker,quantity,rate,amount,date
2026042001015990,NABIL,39,33,20,530.00,10600.00,2026-04-20
2026042001019435,NABIL,58,34,49,529.00,25921.00,2026-04-20
2026042001019434,NABIL,42,34,51,529.00,26979.00,2026-04-20
2026042001019098,NABIL,42,56,69,529.00,36501.00,2026-04-20
2026042001019097,NABIL,28,56,95,529.00,50255.00,2026-04-20
2026042001019096,NABIL,42,56,50,529.00,26450.00,2026-04-20
2026042001019095,NABIL,58,56,30,529.00,15870.00,2026-04-20
2026042001021504,NABIL,25,3,20,530.00,10600.00,2026-04-20
2026042001021266,NABIL,36,3,17,530.00,9010.00,2026-04-20
2026042001020573,NABIL,45,3,10,530.00,5300.00,2026-04-20
2026042001020471,NABIL,7,3,10,530.00,5300.00,2026-04-20
2026042001020364,NABIL,41,3,10,530.00,5300.00,2026-04-20
2026042001020155,NABIL,45,3,10,530.00,5300.00,2026-04-20
2026042001024880,NABIL,7,39,100,532.00,53200.00,2026-04-20
2026042001024752,NABIL,58,52,10,530.00,5300.00,2026-04-20
2026042001024537,NABIL,42,3,60,530.00,31800.00,2026-04-20
2026042001024455,NABIL,11,3,50,530.00,26500.00,2026-04-20
2026042001024372,NABIL,58,3,21,530.00,11130.00,2026-04-20
2026042001022800,NABIL,58,35,16,529.00,8464.00,2026-04-20
2026042001028326,NABIL,4,29,20,532.00,10640.00,2026-04-20
2026042001027777,NABIL,58,29,55,532.00,29260.00,2026-04-20
2026042001027515,NABIL,58,35,15,530.00,7950.00,2026-04-20
2026042001026153,NABIL,58,58,10,532.00,5320.00,2026-04-20
2026042001026138,NABIL,28,3,30,532.90,15987.00,2026-04-20
2026042001025590,NABIL,58,3,30,532.90,15987.00,2026-04-20
2026042001030355,NABIL,58,43,35,530.00,18550.00,2026-04-20
2026042001030354,NABIL,43,43,132,530.00,69960.00,2026-04-20
2026042001030353,NABIL,57,43,22,530.00,11660.00,2026-04-20
2026042001028659,NABIL,49,29,10,532.00,5320.00,2026-04-20
2026042001028486,NABIL,58,29,50,532.00,26600.00,2026-04-20
2026042001028485,NABIL,58,29,25,532.00,13300.00,2026-04-20
2026042001030381,NABIL,44,52,12,530.00,6360.00,2026-04-20
2026042001030380,NABIL,58,52,10,530.00,5300.00,2026-04-20
2026042001030379,NABIL,49,52,149,530.00,78970.00,2026-04-20
2026042001030358,NABIL,49,43,151,530.00,80030.00,2026-04-20
2026042001030357,NABIL,58,43,10,530.00,5300.00,2026-04-20
2026042001030356,NABIL,48,43,100,530.00,53000.00,2026-04-20
2026042001031421,NABIL,44,16,100,529.00,52900.00,2026-04-20
2026042001031420,NABIL,34,16,14,529.00,7406.00,2026-04-20
2026042001031419,NABIL,11,16,60,529.10,31746.00,2026-04-20
2026042001031418,NABIL,49,16,50,529.30,26465.00,2026-04-20
2026042001030760,NABIL,11,52,15,530.00,7950.00,2026-04-20
2026042001030394,NABIL,4,52,20,530.00,10600.00,2026-04-20
2026042001031878,NABIL,58,29,18,529.00,9522.00,2026-04-20
2026042001031877,NABIL,47,29,15,529.00,7935.00,2026-04-20
2026042001031876,NABIL,38,29,20,529.00,10580.00,2026-04-20
2026042001031875,NABIL,53,29,626,529.00,331154.00,2026-04-20
2026042001031423,NABIL,53,16,314,529.00,166106.00,2026-04-20
2026042001031422,NABIL,42,16,20,529.00,10580.00,2026-04-20
2026042001032181,NABIL,29,58,500,528.20,264100.00,2026-04-20
2026042001032180,NABIL,58,58,10,529.00,5290.00,2026-04-20
2026042001032111,NABIL,58,52,15,530.00,7950.00,2026-04-20
2026042001031957,NABIL,58,22,10,529.00,5290.00,2026-04-20
2026042001031880,NABIL,17,29,18,529.00,9522.00,2026-04-20
2026042001031879,NABIL,52,29,18,529.00,9522.00,2026-04-20
2026042001032565,NABIL,8,43,95,528.00,50160.00,2026-04-20
2026042001032564,NABIL,34,43,305,528.00,161040.00,2026-04-20
2026042001032510,NABIL,34,52,149,528.00,78672.00,2026-04-20
2026042001032509,NABIL,95,52,30,528.30,15849.00,2026-04-20
2026042001032183,NABIL,34,58,96,528.00,50688.00,2026-04-20
2026042001032182,NABIL,58,58,30,528.00,15840.00,2026-04-20
2026042001034373,NABIL,58,75,74,529.00,39146.00,2026-04-20
2026042001033622,NABIL,49,36,13,528.10,6865.30,2026-04-20
2026042001033299,NABIL,6,28,50,528.00,26400.00,2026-04-20
2026042001033298,NABIL,48,28,150,528.10,79215.00,2026-04-20
2026042001032630,NABIL,6,43,650,528.00,343200.00,2026-04-20
2026042001032566,NABIL,6,43,100,528.00,52800.00,2026-04-20
2026042001035492,NABIL,36,33,10,530.00,5300.00,2026-04-20
2026042001034879,NABIL,58,33,20,530.00,10600.00,2026-04-20
2026042001034848,NABIL,13,33,26,530.00,13780.00,2026-04-20
2026042001034847,NABIL,13,58,74,530.00,39220.00,2026-04-20
2026042001034375,NABIL,58,58,26,530.00,13780.00,2026-04-20
2026042001034374,NABIL,58,25,100,530.00,53000.00,2026-04-20
2026042001036453,NABIL,90,58,70,529.00,37030.00,2026-04-20
2026042001036448,NABIL,90,58,30,529.00,15870.00,2026-04-20
2026042001036447,NABIL,35,58,10,529.00,5290.00,2026-04-20
2026042001036321,NABIL,4,33,20,530.00,10600.00,2026-04-20
2026042001035927,NABIL,6,58,10,528.50,5285.00,2026-04-20
2026042001035580,NABIL,6,48,65,528.50,34352.50,2026-04-20
2026042001036544,NABIL,58,33,45,530.00,23850.00,2026-04-20
2026042001036458,NABIL,6,58,405,528.00,213840.00,2026-04-20
2026042001036457,NABIL,38,58,185,528.20,97717.00,2026-04-20
2026042001036456,NABIL,21,58,10,528.50,5285.00,2026-04-20
2026042001036455,NABIL,6,58,25,528.50,13212.50,2026-04-20
2026042001036454,NABIL,57,58,10,528.60,5286.00,2026-04-20
2026042001038163,NABIL,6,5,100,528.00,52800.00,2026-04-20
2026042001037525,NABIL,57,38,25,528.50,13212.50,2026-04-20
2026042001037497,NABIL,58,38,100,528.50,52850.00,2026-04-20
2026042001037331,NABIL,47,38,10,528.50,5285.00,2026-04-20
2026042001037034,NABIL,49,33,20,530.00,10600.00,2026-04-20
2026042001036630,NABIL,58,33,50,530.00,26500.00,2026-04-20
2026042001039226,NABIL,58,29,36,529.00,19044.00,2026-04-20
2026042001039185,NABIL,48,29,55,529.00,29095.00,2026-04-20
2026042001039014,NABIL,48,41,45,529.00,23805.00,2026-04-20
2026042001038935,NABIL,57,14,1,514.10,514.10,2026-04-20
2026042001038573,NABIL,58,36,7,528.00,3696.00,2026-04-20
2026042001038386,NABIL,57,51,8,528.00,4224.00,2026-04-20
2026042001040403,NABIL,66,29,42,529.00,22218.00,2026-04-20
2026042001039900,NABIL,58,29,10,529.00,5290.00,2026-04-20
2026042001039895,NABIL,41,29,132,529.00,69828.00,2026-04-20
2026042001039522,NABIL,38,29,20,529.00,10580.00,2026-04-20
2026042001039469,NABIL,89,29,25,529.00,13225.00,2026-04-20
2026042001039323,NABIL,57,29,66,529.00,34914.00,2026-04-20
2026042001041470,NABIL,42,29,470,529.00,248630.00,2026-04-20
2026042001041408,NABIL,58,33,22,530.00,11660.00,2026-04-20
2026042001041359,NABIL,42,58,30,529.00,15870.00,2026-04-20
2026042001040825,NABIL,49,1,40,528.30,21132.00,2026-04-20
2026042001040824,NABIL,49,1,10,529.00,5290.00,2026-04-20
2026042001040823,NABIL,6,1,10,529.00,5290.00,2026-04-20
2026042001042831,NABIL,44,33,6,530.00,3180.00,2026-04-20
2026042001042830,NABIL,32,33,10,530.00,5300.00,2026-04-20
2026042001042508,NABIL,58,47,10,529.00,5290.00,2026-04-20
2026042001042193,NABIL,25,51,39,529.00,20631.00,2026-04-20
2026042001042133,NABIL,38,51,10,529.00,5290.00,2026-04-20
2026042001041471,NABIL,51,29,10,529.00,5290.00,2026-04-20
2026042001043484,NABIL,58,33,10,530.00,5300.00,2026-04-20
2026042001043160,NABIL,14,35,21,530.00,11130.00,2026-04-20
2026042001043136,NABIL,49,16,28,529.00,14812.00,2026-04-20
2026042001043122,NABIL,17,16,20,529.00,10580.00,2026-04-20
2026042001043121,NABIL,58,16,10,529.00,5290.00,2026-04-20
2026042001042968,NABIL,58,35,20,530.00,10600.00,2026-04-20
2026042001044349,NABIL,62,3,10,530.00,5300.00,2026-04-20
2026042001044094,NABIL,62,3,10,530.00,5300.00,2026-04-20
2026042001043915,NABIL,49,53,22,529.00,11638.00,2026-04-20
2026042001043734,NABIL,21,3,60,530.00,31800.00,2026-04-20
2026042001043733,NABIL,21,33,319,530.00,169070.00,2026-04-20
2026042001043495,NABIL,49,33,80,530.00,42400.00,2026-04-20
2026042001044447,NABIL,56,42,44,528.20,23240.80,2026-04-20
2026042001044446,NABIL,38,42,50,528.50,26425.00,2026-04-20
2026042001044445,NABIL,58,42,15,528.70,7930.50,2026-04-20
2026042001044444,NABIL,58,42,32,529.00,16928.00,2026-04-20
2026042001044443,NABIL,57,42,17,529.00,8993.00,2026-04-20
2026042001044399,NABIL,64,3,15,530.00,7950.00,2026-04-20
2026042001044978,NABIL,58,58,1,528.00,528.00,2026-04-20
2026042001044823,NABIL,6,89,15,528.00,7920.00,2026-04-20
2026042001044733,NABIL,6,58,24,528.00,12672.00,2026-04-20
2026042001044732,NABIL,49,58,60,528.10,31686.00,2026-04-20
2026042001044731,NABIL,38,58,90,528.10,47529.00,2026-04-20
2026042001044730,NABIL,56,58,156,528.20,82399.20,2026-04-20
2026042001046298,NABIL,48,57,100,529.00,52900.00,2026-04-20
2026042001045491,NABIL,49,3,500,530.00,265000.00,2026-04-20
2026042001045409,NABIL,58,3,20,530.00,10600.00,2026-04-20
2026042001045319,NABIL,62,3,40,530.00,21200.00,2026-04-20
2026042001045025,NABIL,58,3,35,530.00,18550.00,2026-04-20
2026042001045015,NABIL,6,21,237,528.00,125136.00,2026-04-20
2026042001047016,NABIL,58,80,25,529.30,13232.50,2026-04-20
2026042001046830,NABIL,58,80,20,529.30,10586.00,2026-04-20
2026042001046576,NABIL,34,80,30,529.30,15879.00,2026-04-20
2026042001046421,NABIL,42,80,70,529.30,37051.00,2026-04-20
2026042001046300,NABIL,6,57,48,528.00,25344.00,2026-04-20
2026042001046299,NABIL,8,57,10,528.10,5281.00,2026-04-20
2026042001047548,NABIL,58,51,1,529.00,529.00,2026-04-20
2026042001047519,NABIL,80,14,10,529.00,5290.00,2026-04-20
2026042001047191,NABIL,58,14,500,529.00,264500.00,2026-04-20
2026042001047111,NABIL,58,14,13,529.00,6877.00,2026-04-20
2026042001047110,NABIL,49,14,40,529.00,21160.00,2026-04-20
2026042001047032,NABIL,49,56,10,529.00,5290.00,2026-04-20
2026042001047578,NABIL,42,3,80,528.00,42240.00,2026-04-20
2026042001047577,NABIL,58,3,200,528.00,105600.00,2026-04-20
2026042001047576,NABIL,20,3,50,528.00,26400.00,2026-04-20
2026042001047575,NABIL,37,3,12,528.00,6336.00,2026-04-20
2026042001047574,NABIL,74,3,100,528.00,52800.00,2026-04-20
2026042001047573,NABIL,6,3,371,528.00,195888.00,2026-04-20
2026042001047584,NABIL,58,3,30,528.00,15840.00,2026-04-20
2026042001047583,NABIL,49,3,100,528.00,52800.00,2026-04-20
2026042001047582,NABIL,58,3,10,528.00,5280.00,2026-04-20
2026042001047581,NABIL,47,3,15,528.00,7920.00,2026-04-20
2026042001047580,NABIL,41,3,50,528.00,26400.00,2026-04-20
2026042001047579,NABIL,22,3,60,528.00,31680.00,2026-04-20
2026042001047590,NABIL,13,3,100,528.00,52800.00,2026-04-20
2026042001047589,NABIL,34,3,100,528.00,52800.00,2026-04-20
2026042001047588,NABIL,34,3,120,528.00,63360.00,2026-04-20
2026042001047587,NABIL,26,3,50,528.00,26400.00,2026-04-20
2026042001047586,NABIL,53,3,10,528.00,5280.00,2026-04-20
2026042001047585,NABIL,42,3,50,528.00,26400.00,2026-04-20
2026042001047819,NABIL,58,14,13,529.00,6877.00,2026-04-20
2026042001047672,NABIL,14,14,100,529.00,52900.00,2026-04-20
2026042001047659,NABIL,38,14,50,529.00,26450.00,2026-04-20
2026042001047594,NABIL,49,80,155,528.00,81840.00,2026-04-20
2026042001047592,NABIL,49,3,40,528.00,21120.00,2026-04-20
2026042001047591,NABIL,58,3,380,528.00,200640.00,2026-04-20
2026042001048485,NABIL,42,42,72,528.90,38080.80,2026-04-20
2026042001048402,NABIL,90,16,38,528.00,20064.00,2026-04-20
2026042001048401,NABIL,91,16,41,528.00,21648.00,2026-04-20
2026042001048251,NABIL,91,13,28,528.00,14784.00,2026-04-20
2026042001048094,NABIL,38,14,50,529.00,26450.00,2026-04-20
2026042001047861,NABIL,91,49,31,528.00,16368.00,2026-04-20
2026042001049216,NABIL,90,58,19,528.00,10032.00,2026-04-20
2026042001049147,NABIL,63,14,200,529.00,105800.00,2026-04-20
2026042001048829,NABIL,58,14,10,529.00,5290.00,2026-04-20
2026042001048703,NABIL,90,58,10,528.00,5280.00,2026-04-20
2026042001048702,NABIL,53,14,15,529.00,7935.00,2026-04-20
2026042001048486,NABIL,42,14,868,529.00,459172.00,2026-04-20
2026042001050070,NABIL,74,25,25,528.10,13202.50,2026-04-20
2026042001049963,NABIL,1,25,100,528.10,52810.00,2026-04-20
2026042001049962,NABIL,56,25,15,528.50,7927.50,2026-04-20
2026042001049933,NABIL,51,57,2,530.00,1060.00,2026-04-20
2026042001049730,NABIL,38,14,35,529.00,18515.00,2026-04-20
2026042001049715,NABIL,4,14,69,529.00,36501.00,2026-04-20
2026042001050725,NABIL,17,25,100,528.00,52800.00,2026-04-20
2026042001050465,NABIL,17,56,22,528.00,11616.00,2026-04-20
2026042001050464,NABIL,38,56,45,528.00,23760.00,2026-04-20
2026042001050463,NABIL,90,56,33,528.00,17424.00,2026-04-20
2026042001050454,NABIL,58,25,24,528.10,12674.40,2026-04-20
2026042001050243,NABIL,11,25,20,528.10,10562.00,2026-04-20
2026042001050854,NABIL,36,50,45,528.10,23764.50,2026-04-20
2026042001050799,NABIL,36,6,10,528.10,5281.00,2026-04-20
2026042001050778,NABIL,54,25,36,528.10,19011.60,2026-04-20
2026042001050759,NABIL,94,25,10,528.10,5281.00,2026-04-20
2026042001050738,NABIL,28,39,242,528.00,127776.00,2026-04-20
2026042001050737,NABIL,17,39,278,528.00,146784.00,2026-04-20
2026042001051038,NABIL,16,29,500,528.00,264000.00,2026-04-20
2026042001051037,NABIL,28,29,80,528.00,42240.00,2026-04-20
2026042001051005,NABIL,38,47,10,528.90,5289.00,2026-04-20
2026042001050984,NABIL,28,11,70,528.00,36960.00,2026-04-20
2026042001050982,NABIL,28,56,33,528.00,17424.00,2026-04-20
2026042001050855,NABIL,28,50,75,528.00,39600.00,2026-04-20
2026042001051044,NABIL,45,29,10,528.00,5280.00,2026-04-20
2026042001051043,NABIL,57,29,189,528.00,99792.00,2026-04-20
2026042001051042,NABIL,58,29,100,528.00,52800.00,2026-04-20
2026042001051041,NABIL,42,29,115,528.00,60720.00,2026-04-20
2026042001051040,NABIL,25,29,23,528.00,12144.00,2026-04-20
2026042001051039,NABIL,7,29,50,528.00,26400.00,2026-04-20
2026042001051571,NABIL,21,58,20,527.60,10552.00,2026-04-20
2026042001051526,NABIL,57,14,33,528.00,17424.00,2026-04-20
2026042001051525,NABIL,38,34,10,527.60,5276.00,2026-04-20
2026042001051491,NABIL,58,14,10,528.00,5280.00,2026-04-20
2026042001051263,NABIL,4,47,10,528.90,5289.00,2026-04-20
2026042001051045,NABIL,5,29,100,528.00,52800.00,2026-04-20
2026042001051749,NABIL,3,44,10,527.30,5273.00,2026-04-20
2026042001051748,NABIL,38,44,10,527.50,5275.00,2026-04-20
2026042001051747,NABIL,75,44,45,527.50,23737.50,2026-04-20
2026042001051746,NABIL,58,44,10,527.50,5275.00,2026-04-20
2026042001051694,NABIL,57,58,11,527.60,5803.60,2026-04-20
2026042001051574,NABIL,46,58,12,527.60,6331.20,2026-04-20
2026042001052497,NABIL,22,69,10,527.20,5272.00,2026-04-20
2026042001052496,NABIL,38,69,10,527.20,5272.00,2026-04-20
2026042001052495,NABIL,17,69,225,527.20,118620.00,2026-04-20
2026042001052494,NABIL,39,69,55,527.30,29001.50,2026-04-20
2026042001052493,NABIL,42,69,18,527.50,9495.00,2026-04-20
2026042001051750,NABIL,17,44,25,527.20,13180.00,2026-04-20
2026042001052814,NABIL,17,14,500,528.00,264000.00,2026-04-20
2026042001052813,NABIL,26,14,50,528.00,26400.00,2026-04-20
2026042001052645,NABIL,58,58,70,527.60,36932.00,2026-04-20
2026042001052543,NABIL,38,58,30,527.60,15828.00,2026-04-20
2026042001052499,NABIL,6,69,261,527.10,137573.10,2026-04-20
2026042001052498,NABIL,49,69,21,527.20,11071.20,2026-04-20
2026042001053775,NABIL,58,57,13,528.50,6870.50,2026-04-20
2026042001053524,NABIL,58,35,20,528.00,10560.00,2026-04-20
2026042001053208,NABIL,58,14,224,528.00,118272.00,2026-04-20
2026042001053201,NABIL,4,14,10,528.00,5280.00,2026-04-20
2026042001052989,NABIL,17,14,200,528.00,105600.00,2026-04-20
2026042001052902,NABIL,17,14,200,528.00,105600.00,2026-04-20
2026042001056163,NABIL,58,19,30,528.00,15840.00,2026-04-20
2026042001055451,NABIL,4,67,190,528.50,100415.00,2026-04-20
2026042001055293,NABIL,49,58,10,529.00,5290.00,2026-04-20
2026042001055190,NABIL,42,58,10,529.00,5290.00,2026-04-20
2026042001054542,NABIL,4,58,43,528.50,22725.50,2026-04-20
2026042001054541,NABIL,4,57,49,528.50,25896.50,2026-04-20
2026042001056188,NABIL,34,67,254,528.00,134112.00,2026-04-20
2026042001056187,NABIL,38,67,40,528.00,21120.00,2026-04-20
2026042001056186,NABIL,29,67,20,528.00,10560.00,2026-04-20
2026042001056185,NABIL,58,67,186,528.00,98208.00,2026-04-20
2026042001056169,NABIL,58,45,20,529.00,10580.00,2026-04-20
2026042001056168,NABIL,58,58,80,529.00,42320.00,2026-04-20
2026042001057351,NABIL,4,67,439,528.00,231792.00,2026-04-20
2026042001057350,NABIL,42,67,51,528.00,26928.00,2026-04-20
2026042001057349,NABIL,45,67,10,528.50,5285.00,2026-04-20
2026042001056870,NABIL,42,59,44,528.00,23232.00,2026-04-20
2026042001056869,NABIL,49,59,10,528.00,5280.00,2026-04-20
2026042001056868,NABIL,34,59,46,528.00,24288.00,2026-04-20
2026042001060041,NABIL,11,45,50,529.00,26450.00,2026-04-20
2026042001058776,NABIL,17,64,39,528.00,20592.00,2026-04-20
2026042001058775,NABIL,4,64,61,528.00,32208.00,2026-04-20
2026042001057905,NABIL,48,45,26,529.00,13754.00,2026-04-20
2026042001057700,NABIL,4,67,500,528.00,264000.00,2026-04-20
2026042001057573,NABIL,58,45,20,529.00,10580.00,2026-04-20
2026042001060518,NABIL,6,67,110,527.10,57981.00,2026-04-20
2026042001060517,NABIL,38,67,10,527.50,5275.00,2026-04-20
2026042001060516,NABIL,34,67,20,527.50,10550.00,2026-04-20
2026042001060515,NABIL,45,67,10,528.00,5280.00,2026-04-20
2026042001060177,NABIL,45,67,40,528.00,21120.00,2026-04-20
2026042001060176,NABIL,29,67,10,528.10,5281.00,2026-04-20
2026042001061208,NABIL,22,45,40,529.00,21160.00,2026-04-20
2026042001061207,NABIL,22,32,60,528.00,31680.00,2026-04-20
2026042001060894,NABIL,6,49,200,527.10,105420.00,2026-04-20
2026042001060862,NABIL,58,58,5,528.00,2640.00,2026-04-20
2026042001060861,NABIL,77,58,10,528.00,5280.00,2026-04-20
2026042001060586,NABIL,57,58,20,528.00,10560.00,2026-04-20
2026042001062890,NABIL,49,28,19,530.00,10070.00,2026-04-20
2026042001062488,NABIL,44,14,14,529.00,7406.00,2026-04-20
2026042001062333,NABIL,58,14,15,529.00,7935.00,2026-04-20
2026042001062249,NABIL,1,45,10,529.00,5290.00,2026-04-20
2026042001061794,NABIL,44,45,20,529.00,10580.00,2026-04-20
2026042001061618,NABIL,57,45,50,529.00,26450.00,2026-04-20
2026042001063247,NABIL,41,49,20,528.00,10560.00,2026-04-20
2026042001063246,NABIL,58,49,15,528.00,7920.00,2026-04-20
2026042001063245,NABIL,58,49,15,528.00,7920.00,2026-04-20
2026042001063158,NABIL,58,58,15,528.90,7933.50,2026-04-20
2026042001063155,NABIL,1,58,15,529.00,7935.00,2026-04-20
2026042001062906,NABIL,57,28,10,530.00,5300.00,2026-04-20
2026042001063742,NABIL,4,29,571,528.00,301488.00,2026-04-20
2026042001063688,NABIL,38,29,100,528.00,52800.00,2026-04-20
2026042001063687,NABIL,32,29,30,528.00,15840.00,2026-04-20
2026042001063250,NABIL,32,49,170,528.00,89760.00,2026-04-20
2026042001063249,NABIL,7,49,10,528.00,5280.00,2026-04-20
2026042001063248,NABIL,45,49,70,528.00,36960.00,2026-04-20
2026042001064812,NABIL,34,1,58,529.00,30682.00,2026-04-20
2026042001064721,NABIL,34,58,7,527.00,3689.00,2026-04-20
2026042001064720,NABIL,4,38,98,528.00,51744.00,2026-04-20
2026042001064719,NABIL,38,38,10,528.20,5282.00,2026-04-20
2026042001064718,NABIL,49,38,10,529.00,5290.00,2026-04-20
2026042001064285,NABIL,45,28,30,530.00,15900.00,2026-04-20
2026042001066045,NABIL,28,49,460,530.00,243800.00,2026-04-20
2026042001065955,NABIL,49,49,20,530.00,10600.00,2026-04-20
2026042001065701,NABIL,33,49,20,530.00,10600.00,2026-04-20
2026042001065700,NABIL,33,28,20,530.00,10600.00,2026-04-20
2026042001065597,NABIL,34,51,10,529.00,5290.00,2026-04-20
2026042001064857,NABIL,34,45,200,529.00,105800.00,2026-04-20
2026042001066051,NABIL,28,49,50,530.00,26500.00,2026-04-20
2026042001066050,NABIL,28,38,160,530.00,84800.00,2026-04-20
2026042001066049,NABIL,28,46,71,530.00,37630.00,2026-04-20
2026042001066048,NABIL,28,35,100,530.00,53000.00,2026-04-20
2026042001066047,NABIL,28,28,100,530.00,53000.00,2026-04-20
2026042001066046,NABIL,28,57,10,530.00,5300.00,2026-04-20
2026042001066057,NABIL,28,42,10,530.00,5300.00,2026-04-20
2026042001066056,NABIL,28,45,10,530.00,5300.00,2026-04-20
2026042001066055,NABIL,28,44,30,530.00,15900.00,2026-04-20
2026042001066054,NABIL,28,49,100,530.00,53000.00,2026-04-20
2026042001066053,NABIL,28,57,90,530.00,47700.00,2026-04-20
2026042001066052,NABIL,28,58,130,530.00,68900.00,2026-04-20
2026042001066301,NABIL,42,57,10,530.00,5300.00,2026-04-20
2026042001066273,NABIL,58,36,5,529.00,2645.00,2026-04-20
2026042001066244,NABIL,34,80,190,529.00,100510.00,2026-04-20
2026042001066060,NABIL,28,57,340,530.00,180200.00,2026-04-20
2026042001066059,NABIL,28,53,20,530.00,10600.00,2026-04-20
2026042001066058,NABIL,28,48,400,530.00,212000.00,2026-04-20
2026042001067120,NABIL,49,62,39,529.00,20631.00,2026-04-20
2026042001067119,NABIL,34,62,312,529.00,165048.00,2026-04-20
2026042001067028,NABIL,34,44,200,529.00,105800.00,2026-04-20
2026042001066899,NABIL,49,57,25,530.00,13250.00,2026-04-20
2026042001066750,NABIL,34,49,30,529.00,15870.00,2026-04-20
2026042001066348,NABIL,42,57,18,530.00,9540.00,2026-04-20
2026042001067480,NABIL,6,38,25,530.00,13250.00,2026-04-20
2026042001067269,NABIL,21,38,40,530.00,21200.00,2026-04-20
2026042001067251,NABIL,42,62,1084,529.00,573436.00,2026-04-20
2026042001067236,NABIL,22,62,20,529.00,10580.00,2026-04-20
2026042001067122,NABIL,42,62,10,529.00,5290.00,2026-04-20
2026042001067121,NABIL,74,62,35,529.00,18515.00,2026-04-20
2026042001067921,NABIL,42,17,174,529.00,92046.00,2026-04-20
2026042001067901,NABIL,42,25,433,529.00,229057.00,2026-04-20
2026042001067874,NABIL,42,44,200,529.00,105800.00,2026-04-20
2026042001067749,NABIL,42,34,15,529.90,7948.50,2026-04-20
2026042001067675,NABIL,57,34,10,529.90,5299.00,2026-04-20
2026042001067667,NABIL,42,17,1109,529.00,586661.00,2026-04-20
2026042001068154,NABIL,4,17,247,528.00,130416.00,2026-04-20
2026042001068153,NABIL,32,17,15,528.10,7921.50,2026-04-20
2026042001068122,NABIL,32,17,55,528.10,29045.50,2026-04-20
2026042001068072,NABIL,51,38,10,529.00,5290.00,2026-04-20
2026042001067980,NABIL,57,17,10,529.00,5290.00,2026-04-20
2026042001067971,NABIL,32,34,30,528.10,15843.00,2026-04-20
2026042001068907,NABIL,4,78,734,528.00,387552.00,2026-04-20
2026042001068906,NABIL,38,78,135,528.80,71388.00,2026-04-20
2026042001068874,NABIL,38,13,200,528.80,105760.00,2026-04-20
2026042001068442,NABIL,4,42,100,528.00,52800.00,2026-04-20
2026042001068321,NABIL,4,39,50,528.00,26400.00,2026-04-20
2026042001068210,NABIL,4,44,200,528.00,105600.00,2026-04-20
2026042001068913,NABIL,26,78,40,528.00,21120.00,2026-04-20
2026042001068912,NABIL,41,78,21,528.00,11088.00,2026-04-20
2026042001068911,NABIL,45,78,10,528.00,5280.00,2026-04-20
2026042001068910,NABIL,28,78,10,528.00,5280.00,2026-04-20
2026042001068909,NABIL,90,78,30,528.00,15840.00,2026-04-20
2026042001068908,NABIL,38,78,20,528.00,10560.00,2026-04-20
2026042001069843,NABIL,51,57,15,528.00,7920.00,2026-04-20
2026042001069842,NABIL,42,57,64,528.00,33792.00,2026-04-20
2026042001069706,NABIL,42,58,73,528.00,38544.00,2026-04-20
2026042001069593,NABIL,42,47,163,528.00,86064.00,2026-04-20
2026042001069592,NABIL,26,47,10,528.00,5280.00,2026-04-20
2026042001069591,NABIL,32,47,10,528.30,5283.00,2026-04-20
2026042001070375,NABIL,38,34,100,528.00,52800.00,2026-04-20
2026042001070374,NABIL,49,34,50,528.00,26400.00,2026-04-20
2026042001070373,NABIL,36,34,50,528.00,26400.00,2026-04-20
2026042001070372,NABIL,4,34,16,528.00,8448.00,2026-04-20
2026042001070371,NABIL,56,34,20,528.00,10560.00,2026-04-20
2026042001069844,NABIL,54,57,50,528.00,26400.00,2026-04-20
2026042001070738,NABIL,21,13,13,528.00,6864.00,2026-04-20
2026042001070737,NABIL,54,13,10,528.00,5280.00,2026-04-20
2026042001070736,NABIL,32,13,10,528.00,5280.00,2026-04-20
2026042001070735,NABIL,58,42,50,528.00,26400.00,2026-04-20
2026042001070377,NABIL,58,34,2,528.00,1056.00,2026-04-20
2026042001070376,NABIL,54,34,12,528.00,6336.00,2026-04-20
2026042001071952,NABIL,29,49,200,529.00,105800.00,2026-04-20
2026042001071600,NABIL,22,51,70,528.20,36974.00,2026-04-20
2026042001071579,NABIL,22,45,96,528.20,50707.20,2026-04-20
2026042001071578,NABIL,42,45,10,529.00,5290.00,2026-04-20
2026042001071295,NABIL,52,49,13,528.00,6864.00,2026-04-20
2026042001071294,NABIL,21,49,87,528.00,45936.00,2026-04-20
2026042001072355,NABIL,22,29,334,529.80,176953.20,2026-04-20
2026042001072218,NABIL,57,5,23,529.50,12178.50,2026-04-20
2026042001072210,NABIL,58,29,10,529.80,5298.00,2026-04-20
2026042001072022,NABIL,22,17,150,529.00,79350.00,2026-04-20
2026042001072021,NABIL,22,49,66,529.00,34914.00,2026-04-20
2026042001071976,NABIL,59,49,30,529.00,15870.00,2026-04-20
2026042001073029,NABIL,39,34,20,529.70,10594.00,2026-04-20
2026042001072620,NABIL,42,58,15,529.00,7935.00,2026-04-20
2026042001072540,NABIL,42,57,30,529.00,15870.00,2026-04-20
2026042001072508,NABIL,10,29,20,529.80,10596.00,2026-04-20
2026042001072390,NABIL,22,29,284,529.80,150463.20,2026-04-20
2026042001072370,NABIL,89,29,27,529.80,14304.60,2026-04-20
2026042001073256,NABIL,22,58,14,529.00,7406.00,2026-04-20
